national_rank,state_rank,yield,field_state,class,till_maturity_days,date_planted,date_harvested,planting_rate,row_spacing,nitrogen,phosphorus,potash,trace_element,manure,harvester_make,total_acres,acres_harvested,total_bushels_harvested,bushels_per_acres,acres_harvested_recheck,total_bushels_harvested_recheck,bushels_per_acres_recheck
53,3,261.011,NE,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",118,2019-05-01,2019-10-17,30000,30,260,80,40,NA,NA,John Deere,35,1.4669,382.877,261.011,0,0,0
106*,8*,265.9705,NC,C:No-Till Non-Irrigated Class,114,2019-05-20,2019-11-18,31500,30,233,13,71,"Mg:35lbs, S:91lbs",NA,Gleaner,30,1.3113,348.7671,265.9705,0,0,0
108*,*,245.9905,CT,A:Conventional Non-Irrigated Class,105,2019-05-10,2019-11-22,34000,30,250,60,60,Zn:null,NA,Case IH,40,1.3857,340.869,245.9905,0,0,0
89,10,260.1175,MO,D:No-Till Non-Irrigated Class,111,2019-04-23,2019-10-28,32000,30,160,100,80,NA,NA,John Deere,32,1.5822,411.5579,260.1175,0,0,0
202,35,258.4082,IL,B:Conventional Non-Irrigated Class,120,2019-05-26,2019-09-24,34000,30,0,0,0,NA,NA,John Deere,30,1.539,397.6902,258.4082,0,0,0
99,8,254.7151,WI,D:No-Till Non-Irrigated Class,105,2019-05-06,2019-11-14,38000,30,240,160,120,NA,NA,John Deere,20,1.3848,352.7295,254.7151,0,0,0
198,33,208.2792,OH,D:No-Till Non-Irrigated Class,113,2019-05-25,2019-10-10,33000,30,230,82,180,S:14,NA,Case IH,80,1.3344,277.9277,208.2792,0,0,0
260*,17,186.3139,KS,C:No-Till Non-Irrigated Class,114,2019-04-19,2019-11-14,26800,30,150,100,100,NA,NA,John Deere,40,1.4509,270.3229,186.3139,0,0,0
219,17,184.4458,WI,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",105,2019-05-13,2019-10-17,36000,30,250,160,120,NA,NA,John Deere,70,1.2507,230.6864,184.4458,0,0,0
256*,15*,189.2929,KS,C:No-Till Non-Irrigated Class,106,2019-06-11,2019-11-14,26800,30,150,100,100,NA,NA,John Deere,62,1.6245,307.5063,189.2929,0,0,0
82,12,268.7182,NE,G:No-Till Irrigated Class,113,2019-05-03,2019-11-14,34000,30,0,0,0,NA,NA,New Holland,80,4,1074.8728,268.7182,0,0,0
224,22,215.7068,NE,C:No-Till Non-Irrigated Class,110,2019-04-29,2019-11-14,28000,30,0,0,0,NA,NA,New Holland,80,4.2516,917.0989,215.7068,0,0,0
174*,6*,259.375,UT,I:Conventional Irrigated Class,102,2019-05-10,2019-11-13,37000,19,280,100,60,NA,NA,Case,33,1.2825,332.6485,259.375,0,0,0
182*,7,257.6412,UT,I:Conventional Irrigated Class,102,2019-05-05,2019-11-13,37000,19,300,100,50,NA,NA,Case IH,30,1.2633,325.4781,257.6412,0,0,0
123,23,246.4687,NE,G:No-Till Irrigated Class,109,2019-05-05,2019-11-06,33000,30,0,0,0,NA,NA,John Deere,155,4.0138,989.276,246.4687,0,0,0
68*,18,278.2443,PA,C:No-Till Non-Irrigated Class,112,2019-04-18,2019-09-22,38000,30,300,0,0,S:35lbs,Poultry:3tons,John Deere,24,2.327,647.4746,278.2443,0,0,0
84,13,268.0155,NE,G:No-Till Irrigated Class,115,2019-04-29,2019-11-05,30000,30,205,20,0,S:18lbs,NA,Case IH,185,3.1304,838.9958,268.0155,0,0,0
399,55,227.5856,OH,B:Conventional Non-Irrigated Class,113,2019-05-23,2019-11-06,34000,30,225,150,110,NA,NA,John Deere,40,2.2879,520.6932,227.5856,0,0,0
387,51,230.4987,OH,B:Conventional Non-Irrigated Class,108,2019-05-23,2019-10-24,34000,30,200,4140,100,NA,NA,Case IH,35,1.5196,350.2658,230.4987,0,0,0
27,5,288.2136,KY,A:Conventional Non-Irrigated Class,120,2019-04-30,2019-09-23,36000,30,325,70,148,"B:2lbs, S:18lbs",NA,Case IH,64,1.3976,402.8073,288.2136,0,0,0
43,1,288.8205,MD,G:No-Till Irrigated Class,117,2019-05-02,2019-09-28,38000,30,300,100,120,"Zn:.25lbs, B:.5lbs",Poultry:3tons,Claas,90,1.7879,516.3821,288.8205,0,0,0
156,14,265.0074,IN,B:Conventional Non-Irrigated Class,111,2019-05-27,2019-10-25,33674,30,248,91,120,"Zn:10lbs, B:7lbs, S:100lbs",NA,Case IH,34,1.2702,336.6124,265.0074,0,0,0
174,17,262.1642,IN,B:Conventional Non-Irrigated Class,111,2019-05-17,2019-09-27,38000,30,250,0,0,S:2gal,NA,New Holland,38,1.2713,333.2893,262.1642,0,0,0
156,3,226.37,DE,A:Conventional Non-Irrigated Class,117,2019-05-02,2019-09-18,36000,30,225,0,100,NA,Poultry:3tons,John Deere,15,1.2539,283.8453,226.37,0,0,0
206,3,225.3234,DE,C:No-Till Non-Irrigated Class,117,2019-05-27,2019-09-18,36000,30,225,0,100,NA,Poultry:3tons,John Deere,20,1.2828,289.0448,225.3234,0,0,0
279*,10*,249.254,MO,B:Conventional Non-Irrigated Class,114,2019-04-10,2019-09-12,34000,30,250,100,200,Zn:10lbs,NA,John Deere,80,4.022,1002.4996,249.254,0,0,0
457*,22,212.3524,MO,B:Conventional Non-Irrigated Class,120,2019-04-19,2019-09-24,32000,30,250,100,200,NA,NA,John Deere,160,5.2204,1108.5647,212.3524,0,0,0
290*,22,227.2528,MO,I:Conventional Irrigated Class,114,2019-04-15,2019-10-19,34000,30,250,50,200,NA,NA,John Deere,80,4.7149,1071.4742,227.2528,0,0,0
256*,14*,236.7876,MO,I:Conventional Irrigated Class,111,2019-04-20,2019-09-11,34000,30,250,100,200,Zn:10lbs,NA,John Deere,40,4.8843,1156.5418,236.7876,0,0,0
282,20,229.3363,MO,I:Conventional Irrigated Class,118,2019-04-15,2019-09-27,33000,30,250,100,200,NA,NA,John Deere,164,4.14,949.4522,229.3363,0,0,0
233,11,246.022,MO,I:Conventional Irrigated Class,114,2019-04-03,2019-09-13,36000,36,250,100,200,Zn:10lbs,NA,John Deere,80,3.2397,797.0376,246.022,0,0,0
264,17,234.0939,MO,I:Conventional Irrigated Class,114,2019-04-02,2019-09-13,34000,36,250,100,200,Zn:10lbs,NA,John Deere,80,3.3223,777.7303,234.0939,0,0,0
292,23,225.7227,MO,I:Conventional Irrigated Class,116,2019-04-05,2019-09-13,34000,36,250,100,200,Zn:10lbs,NA,John Deere,80,3.4959,789.104,225.7227,0,0,0
141,13,255.5416,KY,C:No-Till Non-Irrigated Class,120,2019-05-20,2019-11-15,32000,30,200,120,110,NA,NA,John Deere,38,4.9252,1258.5934,255.5416,0,0,0
23,9,298.0067,PA,C:No-Till Non-Irrigated Class,111,2019-04-11,2019-09-22,38000,30,300,0,0,S:35,Poultry:3tons,John Deere,94,1.683,501.5452,298.0067,0,0,0
95,2,270.2873,WV,C:No-Till Non-Irrigated Class,120,2019-05-12,2019-11-21,35000,30,125,2,2,"S:2lbs, Mn:1pt, B:1pt, Zn:2pt",Broiler:3tons,John Deere,110,1.7709,478.6517,270.2873,0,0,0
46,12,282.9117,IL,B:Conventional Non-Irrigated Class,110,2019-05-15,2019-10-22,37000,30,230,60,60,NA,NA,John Deere,150,1.6639,470.7367,282.9117,0,0,0
14,6,299.5537,IL,B:Conventional Non-Irrigated Class,113,2019-04-26,2019-10-22,37000,30,230,60,60,NA,NA,John Deere,150,1.4738,441.4822,299.5537,0,0,0
237,40,254.061,IL,B:Conventional Non-Irrigated Class,110,2019-05-07,2019-10-14,35500,30,230,60,60,NA,NA,Case IH,150,1.6267,413.2811,254.061,0,0,0
171,2,259.9291,WV,I:Conventional Irrigated Class,117,2019-05-13,2019-11-22,35000,30,125,2,2,"S:2lbs, Mn:1pt, Zn:2pt, B:1pt",Broiler:3tons,John Deere,188,2.0624,536.0778,259.9291,0,0,0
106*,3,274.1449,KY,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",120,2019-04-11,2019-09-23,40000,30,210,150,100,NA,NA,Claas,150,1.3822,378.9231,274.1449,0,0,0
304,13,221.9895,GA,I:Conventional Irrigated Class,118,2019-04-06,2019-08-30,33000,36,240,90,170,NA,NA,John Deere,72,1.708,379.1581,221.9895,0,0,0
230,13,167.4945,WI,D:No-Till Non-Irrigated Class,113,2019-05-15,2019-11-25,34000,30,61,58,143,S:6lbs,Cattle:8000gal,John Deere,20,1.479,247.7244,167.4945,0,0,0
113,17,224.5525,MI,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",108,2019-05-13,2019-10-08,33000,30,180,67,210,"S:8gal, Zn:2qts",NA,John Deere,38,1.3306,298.7895,224.5525,0,0,0
293,2,151.6518,GA,A:Conventional Non-Irrigated Class,116,2019-04-12,2019-09-09,24000,36,150,90,155,NA,NA,John Deere,30,1.4683,222.6703,151.6518,0,0,0
108*,5,273.7254,KY,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",117,2019-04-11,2019-09-23,40000,30,245,150,100,NA,NA,Claas,63,1.2631,345.7426,273.7254,0,0,0
89*,43,270.3279,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",111,2019-05-03,2019-10-26,36000,30,0,0,0,NA,NA,John Deere,80,1.5806,427.2802,270.3279,0,0,0
107*,5,265.2888,MN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",100,2019-05-17,2019-11-18,35800,30,0,0,0,NA,NA,Claas,100,1.3264,351.8791,265.2888,0,0,0
100*,46,267.854,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",108,2019-05-03,2019-10-26,36000,30,0,0,0,NA,NA,John Deere,80,1.582,423.7451,267.854,0,0,0
362,67,236.5877,IL,B:Conventional Non-Irrigated Class,110,2019-05-18,2019-10-18,35000,30,180,92,0,NA,NA,John Deere,82,1.2587,297.7929,236.5877,0,0,0
213,16,206.3697,MO,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",110,2019-04-15,2019-10-15,33000,30,0,0,0,NA,NA,John Deere,110,1.2548,258.9527,206.3697,0,0,0
469,85,203.9196,IL,B:Conventional Non-Irrigated Class,113,2019-05-28,2019-11-06,32500,30,185,92,0,NA,NA,Case IH,80,2.0826,424.683,203.9196,0,0,0
304,104,217.3486,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-05-02,2019-11-07,33000,30,225,45,0,NA,NA,Case IH,155,2.2048,479.2101,217.3486,0,0,0
83,6,256.5635,VA,A:Conventional Non-Irrigated Class,106,2019-05-20,2019-10-24,30000,30,140,0,0,S:1gal,Poultry:3tons,John Deere,18,1.332,341.7426,256.5635,0,0,0
179,16*,234.3298,MN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",106,2019-05-05,2019-10-30,33390,30,0,0,0,NA,NA,John Deere,60,3.0413,712.6672,234.3298,0,0,0
271,21,250.7578,IN,B:Conventional Non-Irrigated Class,114,2019-05-21,2019-09-30,35000,30,245,200,160,B:1gal,Swine:4000gal,New Holland,38,1.6368,410.4404,250.7578,0,0,0
207,23,225.1588,KY,C:No-Till Non-Irrigated Class,112,2019-04-28,2019-09-27,32000,30,210,60,80,S:12lbs,NA,Case IH,15,1.3131,295.656,225.1588,0,0,0
65,10,274.0056,OH,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",118,2019-04-22,2019-09-25,35000,30,200,100,0,S:,NA,Case IH,80,1.7941,491.5935,274.0056,0,0,0
159,25,232.3482,OH,D:No-Till Non-Irrigated Class,108,2019-05-21,2019-10-10,34000,30,230,82,180,S:14null,NA,Case IH,80,1.458,338.7637,232.3482,0,0,0
107*,8*,246.302,TN,A:Conventional Non-Irrigated Class,118,2019-05-06,2019-09-10,35000,30,240,200,250,NA,NA,John Deere,92,1.287,316.9907,246.302,0,0,0
238,2,244.9871,OH,I:Conventional Irrigated Class,114,2019-05-07,2019-10-09,34900,30,240,0,75,"S:15lbs, Zn:2qts, B:1pt",NA,Claas,167,1.2982,318.0423,244.9871,0,0,0
172*,38,241.2377,TN,C:No-Till Non-Irrigated Class,118,2019-05-06,2019-09-12,32000,30,240,200,250,NA,NA,John Deere,47,1.3391,323.0414,241.2377,0,0,0
42,5,269.3166,TN,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",112,2019-04-10,2019-08-29,35000,30,200,40,60,NA,NA,John Deere,35,1.2507,336.8343,269.3166,0,0,0
167,20,238.3801,IL,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",114,2019-05-28,2019-10-25,34500,30,227,69,90,NA,NA,John Deere,92,1.2507,298.142,238.3801,0,0,0
423,74,223.5459,IL,B:Conventional Non-Irrigated Class,114,2019-05-20,2019-10-25,33000,30,227,69,90,NA,NA,New Holland,108,1.2507,279.5888,223.5459,0,0,0
393*,73,228.8241,IL,B:Conventional Non-Irrigated Class,111,2019-05-19,2019-10-15,34500,30,250,250,200,NA,NA,John Deere,40,1.5468,353.9451,228.8241,0,0,0
252*,44*,252.9395,IL,B:Conventional Non-Irrigated Class,111,2019-05-19,2019-10-08,34500,30,250,250,200,NA,NA,John Deere,120,1.5262,386.0363,252.9395,0,0,0
371*,69,234.1157,IL,B:Conventional Non-Irrigated Class,113,2019-05-19,2019-10-15,34500,30,250,250,200,NA,NA,John Deere,40,1.5468,362.1302,234.1157,0,0,0
261*,47,252.0805,IL,B:Conventional Non-Irrigated Class,117,2019-05-19,2019-10-08,34500,30,250,250,200,NA,NA,John Deere,120,1.5262,384.7253,252.0805,0,0,0
299,7,223.353,LA,I:Conventional Irrigated Class,118,2019-03-17,2019-08-17,34000,38,202,8,1,"Zn:.04lbs, Fe:.03lbs",NA,Case IH,105,7.2754,1624.9822,223.353,0,0,0
158,2,226.055,KS,A:Conventional Non-Irrigated Class,113,2019-05-29,2019-11-16,28000,30,180,50,30,NA,NA,John Deere,10,1.3248,299.4776,226.055,0,0,0
316,8,216.8402,LA,I:Conventional Irrigated Class,118,2019-03-22,2019-08-19,33469,38,260,46,65,NA,NA,Case IH,113,6.9004,1496.284,216.8402,0,0,0
89,18,273.9602,IL,B:Conventional Non-Irrigated Class,113,2019-04-12,2019-09-12,34000,30,215,0,0,S:,NA,Claas,160,1.2982,355.6551,273.9602,0,0,0
214*,10,220.9392,KS,C:No-Till Non-Irrigated Class,111,2019-04-17,2019-09-27,28000,30,150,60,65,S:10lbs,NA,John Deere,55,1.2705,280.7033,220.9392,0,0,0
45,8,283.4126,IA,B:Conventional Non-Irrigated Class,113,2019-05-03,2019-10-27,35000,30,230,75,90,S:12lbs,NA,John Deere,100,1.9738,559.3998,283.4126,0,0,0
404,26,227.0924,IN,B:Conventional Non-Irrigated Class,114,2019-05-18,2019-10-02,32000,30,250,69,90,Mg:20lbs,NA,New Holland,12,1.2603,286.2046,227.0924,0,0,0
439,67,216.9396,OH,B:Conventional Non-Irrigated Class,111,2019-05-17,2019-10-23,35000,30,240,20,120,"S:10null, B:.1null, Mn:.5lbs, Zn:2lbs",NA,John Deere,72,2.0331,441.06,216.9396,0,0,0
199,2,254.4845,LA,I:Conventional Irrigated Class,118,2019-03-20,2019-08-18,32000,38,250,35,90,S:30lbs,NA,John Deere,87,3.5715,908.8914,254.4845,0,0,0
65,7,276.7498,NE,G:No-Till Irrigated Class,113,2019-05-01,2019-11-02,32000,30,0,0,0,NA,NA,John Deere,150,4.2975,1189.3322,276.7498,0,0,0
115,36,272.6486,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-04-28,2019-09-30,32000,30,0,0,0,NA,NA,John Deere,150,3.3988,926.6779,272.6486,0,0,0
194,16,231.0942,NE,C:No-Till Non-Irrigated Class,109,2019-05-02,2019-09-30,25000,30,0,0,0,NA,NA,John Deere,150,3.8988,900.9899,231.0942,0,0,0
112,7,225.5208,NE,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",111,2019-05-04,2019-10-30,25000,30,0,0,0,NA,NA,John Deere,150,4.7989,1082.2519,225.5208,0,0,0
217*,12,219.3159,KS,C:No-Till Non-Irrigated Class,112,2019-04-19,2019-10-12,28000,30,150,120,100,S:10lbs,NA,John Deere,184,1.3002,285.1545,219.3159,0,0,0
106,20,255.3965,NE,G:No-Till Irrigated Class,110,2019-05-03,2019-10-30,33000,30,0,0,0,NA,NA,John Deere,150,4.5992,1174.6196,255.3965,0,0,0
189*,6*,232.6965,KS,C:No-Till Non-Irrigated Class,113,2019-04-16,2019-09-21,28000,30,150,60,65,S:9,NA,John Deere,82,1.3,302.5055,232.6965,0,0,0
70,2,287.6894,WI,I:Conventional Irrigated Class,107,2019-04-24,2019-10-21,36000,30,300,150,150,"S:30lbs, Zn:1qts, B:1qts",NA,John Deere,150,1.3843,398.2485,287.6894,0,0,0
121*,40,271.4175,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",110,2019-05-01,2019-10-23,34000,30,0,0,0,NA,NA,John Deere,56,4.798,1302.2612,271.4175,0,0,0
196*,17,230.7518,NE,C:No-Till Non-Irrigated Class,111,2019-04-28,2019-10-23,28000,30,0,0,0,NA,NA,John Deere,56,5.7989,1338.1065,230.7518,0,0,0
149,10,248.0883,MN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",104,2019-05-04,2019-10-30,37900,30,180,120,300,S:15lbs,Swine:3500gal,Gleaner,150,2.2792,565.4429,248.0883,0,0,0
110,6*,226.7253,NE,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",113,2019-05-04,2019-10-23,28000,30,0,0,0,NA,NA,John Deere,56,5.7002,1292.3795,226.7253,0,0,0
465*,73,205.4411,OH,B:Conventional Non-Irrigated Class,108,2019-05-23,2019-10-25,34500,30,630,150,250,NA,NA,John Deere,25,1.3636,280.1395,205.4411,0,0,0
383*,50*,231.2972,OH,B:Conventional Non-Irrigated Class,107,2019-06-03,2019-10-15,34500,30,630,150,250,NA,NA,John Deere,56,1.4541,336.3292,231.2972,0,0,0
137,16,254.0354,IL,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",110,2019-05-16,2019-10-05,34000,30,200,200,200,NA,NA,John Deere,110,2.0331,516.4793,254.0354,0,0,0
388,52,229.9662,OH,B:Conventional Non-Irrigated Class,107,2019-05-17,2019-10-08,37000,30,549,100,300,NA,Cattle:2tons,Case IH,30,1.4229,327.2189,229.9662,0,0,0
162,27,264.2358,OH,B:Conventional Non-Irrigated Class,107,2019-05-18,2019-10-24,34200,30,250,150,130,NA,NA,John Deere,40,1.3044,344.6692,264.2358,0,0,0
212,31,208.2078,OH,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",104,2019-06-06,2019-10-29,36000,30,0,0,0,NA,NA,John Deere,98,1.5766,328.2604,208.2078,0,0,0
184*,21*,230.6845,OH,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",110,2019-06-04,2019-11-21,32500,30,220,26,200,NA,NA,John Deere,92,1.2856,296.568,230.6845,0,0,0
194*,24,222.6404,OH,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",112,2019-06-06,2019-11-21,32500,30,220,26,200,NA,NA,John Deere,38,1.2856,286.2265,222.6404,0,0,0
460,31,209.8788,IN,B:Conventional Non-Irrigated Class,114,2019-05-28,2019-11-17,31000,30,268,92,120,NA,NA,Case IH,40,1.5799,331.5875,209.8788,0,0,0
154,17,234.3137,IN,D:No-Till Non-Irrigated Class,114,2019-05-27,2019-11-18,33000,30,278,92,120,NA,NA,Case IH,24,1.5298,358.4531,234.3137,0,0,0
248,13,196.2001,MI,C:No-Till Non-Irrigated Class,108,2019-05-08,2019-10-24,32000,30,150,104,150,B:10lbs,NA,New Holland,35,1.2567,246.5647,196.2001,0,0,0
210,38,196.6796,OH,D:No-Till Non-Irrigated Class,107,2019-06-08,2019-11-20,33000,30,180,30,80,NA,NA,John Deere,38,2.2025,433.1868,196.6796,0,0,0
284,4,142.5856,CO,C:No-Till Non-Irrigated Class,101,2019-05-18,2019-10-16,18000,30,100,40,0,S:5lbs,NA,John Deere,250,1.2624,180,142.5856,0,0,0
141,10,232.4628,SD,A:Conventional Non-Irrigated Class,106,2019-05-15,2019-11-13,32000,30,0,0,0,NA,NA,John Deere,25,1.8494,429.9167,232.4628,0,0,0
352*,47*,237.6321,OH,B:Conventional Non-Irrigated Class,113,2019-05-27,2019-11-23,34000,30,240,50,100,NA,NA,John Deere,31,1.3228,314.3398,237.6321,0,0,0
427*,65,221.4515,OH,B:Conventional Non-Irrigated Class,107,2019-06-11,2019-11-18,34000,30,240,50,100,NA,NA,John Deere,26,1.3388,296.4793,221.4515,0,0,0
34*,6*,292.5896,TN,C:No-Till Non-Irrigated Class,116,2019-04-29,2019-10-09,30000,30,0,0,0,NA,NA,John Deere,100,1.4628,428,292.5896,0,0,0
227,22,174.0988,IN,D:No-Till Non-Irrigated Class,120,2019-05-17,2019-11-20,32000,30,200,69,90,NA,NA,John Deere,26,1.4298,248.9265,174.0988,0,0,0
61,2,267.5136,NE,A:Conventional Non-Irrigated Class,115,2019-05-17,2019-11-19,31000,30,220,75,60,NA,NA,John Deere,143,1.2686,339.3677,267.5136,0,0,0
193,19,213.3056,IN,D:No-Till Non-Irrigated Class,114,2019-05-22,2019-11-18,31000,30,210,63,90,NA,NA,John Deere,55,1.7998,383.9074,213.3056,0,0,0
221,21,179.0262,IN,D:No-Till Non-Irrigated Class,120,2019-05-16,2019-11-17,29000,30,200,69,90,NA,NA,John Deere,32,1.6997,304.2908,179.0262,0,0,0
199,20,208.0683,IN,D:No-Till Non-Irrigated Class,120,2019-05-15,2019-11-19,29000,30,200,69,90,NA,NA,John Deere,30,2.1997,457.6879,208.0683,0,0,0
13,3,287.4749,IN,D:No-Till Non-Irrigated Class,115,2019-05-18,2019-10-23,37000,30,350,100,120,"B:1gal, Ca:1gal, Mn:2qts, Mg:3lbs",Poultry:3tons,Case IH,110,1.2557,360.9822,287.4749,0,0,0
200,3,254.4073,LA,I:Conventional Irrigated Class,118,2019-03-07,2019-09-05,34000,38,280,90,120,NA,NA,John Deere,12,1.4737,374.9201,254.4073,0,0,0
300,25,223.2066,MO,I:Conventional Irrigated Class,111,2019-04-01,2019-09-02,38000,36,250,100,200,S:10lbs,NA,John Deere,90,3.2727,730.4882,223.2066,0,0,0
70,1,246.9109,WV,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",120,2019-05-18,2019-11-21,36000,30,125,2,2,"Mn:1pt, S:2lbs, Zn:2pt, B:2pt",Broiler:3tons,John Deere,189,1.9527,482.1429,246.9109,0,0,0
279*,19,229.9264,MO,I:Conventional Irrigated Class,114,2019-04-12,2019-09-17,34000,30,250,100,200,Zn:10lbs,NA,New Holland,80,2.2479,516.8516,229.9264,0,0,0
258*,15*,236.2951,MO,I:Conventional Irrigated Class,111,2019-04-13,2019-09-06,34000,30,250,100,200,Zn:10lbs,NA,New Holland,80,1.6474,389.2726,236.2951,0,0,0
432*,19,219.7124,MO,B:Conventional Non-Irrigated Class,114,2019-04-25,2019-09-20,30000,30,250,100,200,NA,NA,New Holland,80,1.2902,283.473,219.7124,0,0,0
60*,6,268.6664,TN,A:Conventional Non-Irrigated Class,118,2019-04-25,2019-09-24,32000,30,280,45,120,NA,Poultry:tons,Case IH,20,1.399,375.8643,268.6664,0,0,0
284*,21*,229.1517,MO,I:Conventional Irrigated Class,118,2019-04-02,2019-09-18,34000,36,250,100,200,NA,NA,John Deere,80,1.4656,335.8447,229.1517,0,0,0
295*,24,225.1871,MO,I:Conventional Irrigated Class,120,2019-04-02,2019-09-18,32000,36,250,100,200,S:10lbs,NA,John Deere,80,1.4656,330.0342,225.1871,0,0,0
257,20,236.3335,MI,I:Conventional Irrigated Class,105,2019-04-25,2019-10-25,40177,20,250,80,150,Zn:1lbs,NA,John Deere,120,4.1323,976.601,236.3335,0,0,0
55*,1,293.6306,KY,I:Conventional Irrigated Class,117,2019-05-07,2019-09-09,35000,30,200,0,0,NA,Poultry:3tons,Claas,76,1.6869,495.3254,293.6306,0,0,0
161*,70,231.8711,IA,D:No-Till Non-Irrigated Class,105,2019-05-15,2019-11-25,34000,30,0,0,0,NA,NA,John Deere,160,1.4293,331.4134,231.8711,0,0,0
160*,69*,232.0966,IA,D:No-Till Non-Irrigated Class,106,2019-05-15,2019-11-25,34000,30,0,0,0,NA,NA,John Deere,160,1.359,315.4193,232.0966,0,0,0
203,77,210.9639,MI,A:Conventional Non-Irrigated Class,100,2019-05-21,2019-11-22,33700,28,165,50,100,"Mn:2lbs, B:1lbs, Zn:5lbs, S:20lbs",NA,John Deere,160,2.0151,425.1133,210.9639,0,0,0
8,2,298.3315,IN,D:No-Till Non-Irrigated Class,118,2019-05-18,2019-10-02,39000,30,200,50,50,NA,Swine:8000gal,John Deere,60,1.8411,549.2582,298.3315,0,0,0
90,7,270.2621,IN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",114,2019-05-17,2019-10-02,36000,30,200,50,50,NA,Swine:8000gal,John Deere,90,1.4633,395.4746,270.2621,0,0,0
92,11,258.6987,IN,D:No-Till Non-Irrigated Class,114,2019-05-18,2019-10-02,38000,30,200,50,50,NA,Swine:8000gal,John Deere,35,1.7309,447.7816,258.6987,0,0,0
159,3,225.9794,LA,A:Conventional Non-Irrigated Class,118,2019-03-25,2019-08-16,32000,38,193,35,19,"B:2lbs, S:5lbs",NA,Case IH,22,5.1456,1162.7997,225.9794,0,0,0
193*,39,231.4142,PA,C:No-Till Non-Irrigated Class,105,2019-04-29,2019-09-06,37000,30,250,4,40,"B:1lbs, Cu:2lbs, Zn:5lbs",Poultry:3tons,Case IH,77,1.595,369.1057,231.4142,0,0,0
106,20,271.8071,IL,B:Conventional Non-Irrigated Class,114,2019-05-17,2019-10-13,35500,30,200,36,120,NA,NA,John Deere,80,1.5454,420.0507,271.8071,0,0,0
437,77,217.8599,IL,B:Conventional Non-Irrigated Class,114,2019-04-23,2019-09-30,33300,30,200,92,120,NA,NA,Case IH,80,3.9234,854.7515,217.8599,0,0,0
297,6,136.7296,KS,A:Conventional Non-Irrigated Class,111,2019-06-07,2019-10-30,25500,30,150,0,0,NA,NA,John Deere,70,2.1598,295.3085,136.7296,0,0,0
203,16,215.0456,WI,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",98,2019-05-04,2019-10-29,32000,30,269,21,75,"S:57lbs, Mn:.68lbs, Mg:18lbs, B:.35lbs",NA,John Deere,20,1.6481,354.4167,215.0456,0,0,0
251,4,193.751,SD,C:No-Till Non-Irrigated Class,106,2019-04-26,2019-10-14,26000,30,0,0,0,NA,NA,John Deere,18,1.9412,376.1095,193.751,0,0,0
198*,7,258.0735,LA,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-03-05,2019-09-05,34000,38,280,90,120,S:10lbs,NA,John Deere,12,1.4737,380.3229,258.0735,0,0,0
87*,5*,282.3771,IN,I:Conventional Irrigated Class,113,2019-05-17,2019-09-30,35000,30,335,0,0,"B:10lbs, Mn:5lbs, S:23.5gal, Mg:10.1lbs",Swine:5000gal,Massey Ferguson,50,1.4366,405.663,282.3771,0,0,0
